zdroj_id,nazev,mnozstvi
710543522,oxid uhelnatý,0.081
641220103,tuhé znečišťující látky,0.002
641220103,oxid siřičitý,0.001
641220103,oxidy dusíku,0.005
641220103,oxid uhelnatý,0.034
641220103,organické látky vyjádřené jako TOC,0.07
641220103,těkavé organické látky (VOC),0.919
710711632,tuhé znečišťující látky,0.114
640151541,tuhé znečišťující látky,0.069
640151541,oxidy dusíku,0.198
640151541,oxid uhelnatý,0.009
640151541,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.246
710710672,tuhé znečišťující látky,0.023
710710672,oxidy dusíku,0.562
710710672,oxid uhelnatý,1.911
601970023,tuhé znečišťující látky,2.277
601970023,oxid siřičitý,0.0
601970023,oxidy dusíku,0.038
601970023,oxid uhelnatý,0.14
601970023,organické látky vyjádřené jako TOC,0.193
710708192,tuhé znečišťující látky,0.001
710708192,oxid siřičitý,0.001
710708192,oxidy dusíku,0.02
710708192,oxid uhelnatý,0.008
710708192,organické látky vyjádřené jako TOC,0.001
710708182,tuhé znečišťující látky,0.001
710708182,oxid siřičitý,0.001
710708182,oxidy dusíku,0.06
710708182,oxid uhelnatý,0.016
710708182,organické látky vyjádřené jako TOC,0.002
710708432,tuhé znečišťující látky,14.148
710709932,tuhé znečišťující látky,0.356
710702852,oxidy dusíku,10.035
710702852,oxid uhelnatý,2.823
710771262,tuhé znečišťující látky,0.013
710771262,oxid siřičitý,1.027
710771262,oxidy dusíku,11.023
710771262,oxid uhelnatý,15.189
710707232,oxidy dusíku,0.013
710707232,oxid uhelnatý,0.001
710702392,oxidy dusíku,5.18
710702392,oxid uhelnatý,5.69
710500372,oxidy dusíku,0.045
710500372,oxid uhelnatý,0.005
710707262,methan,0.0
747471271,tuhé znečišťující látky,0.728
747471271,oxidy dusíku,0.132
747471271,oxid uhelnatý,0.157
750380033,tuhé znečišťující látky,0.0
750380033,oxid siřičitý,0.0
750380033,oxidy dusíku,0.0
750380033,oxid uhelnatý,0.0
750380033,organické látky vyjádřené jako TOC,0.0
750380033,těkavé organické látky (VOC),0.0
750380033,amoniak,0.0
736008321,tuhé znečišťující látky,0.17
736008321,oxidy dusíku,11.02
736008321,oxid uhelnatý,9.96
710770912,těkavé organické látky (VOC),0.001
710770342,těkavé organické látky (VOC),0.001
710543612,tuhé znečišťující látky,0.121
710543612,oxidy dusíku,0.048
710543612,oxid uhelnatý,0.094
689920013,tuhé znečišťující látky,0.58
711070092,tuhé znečišťující látky,0.0
711070092,oxidy dusíku,5.934
711070092,oxid uhelnatý,4.958
637170013,tuhé znečišťující látky,1.202
710704712,těkavé organické látky (VOC),3.997
710804892,tuhé znečišťující látky,0.016
710804892,oxidy dusíku,0.013
710804892,oxid uhelnatý,0.007
710870532,oxidy dusíku,0.048
710870532,oxid uhelnatý,0.002
710870522,oxidy dusíku,12.393
710870522,oxid uhelnatý,9.724
671290013,tuhé znečišťující látky,0.003
710802392,tuhé znečišťující látky,0.324
710802392,oxidy dusíku,5.77
710802392,oxid uhelnatý,6.819
710802442,tuhé znečišťující látky,0.512
710802442,oxidy dusíku,2.451
710802442,oxid uhelnatý,0.91
751248161,oxidy dusíku,8.668
751248161,oxid uhelnatý,12.691
755280013,tuhé znečišťující látky,0.458
755280013,oxidy dusíku,0.012
755280013,oxid uhelnatý,0.001
785800013,tuhé znečišťující látky,0.0
785800013,oxid siřičitý,0.0
785800013,oxidy dusíku,0.0
785800013,oxid uhelnatý,0.0
785800013,organické látky vyjádřené jako TOC,0.0
785800013,těkavé organické látky (VOC),0.0
785800013,amoniak,0.0
710804332,tuhé znečišťující látky,0.06
710803682,oxidy dusíku,0.002
710800942,tuhé znečišťující látky,0.004
710800942,oxidy dusíku,0.048
710800942,oxid uhelnatý,0.29
710800632,tuhé znečišťující látky,0.018
710800632,oxidy dusíku,0.033
710800632,oxid uhelnatý,0.034
733490503,oxidy dusíku,0.05
733490503,oxid uhelnatý,0.024
736580013,oxidy dusíku,4.708
736580013,oxid uhelnatý,7.036
646710013,oxidy dusíku,0.0
646710013,oxid uhelnatý,0.0
785820061,tuhé znečišťující látky,2.986
785820061,oxid siřičitý,148.199
785820061,oxidy dusíku,32.135
785820061,oxid uhelnatý,374.37
785820061,amoniak,0.001
733690013,oxidy dusíku,6.208
733690013,oxid uhelnatý,0.198
733690033,oxidy dusíku,1.901
733690033,oxid uhelnatý,0.518
733490363,oxidy dusíku,6.025
733490363,oxid uhelnatý,1.174
733490373,oxidy dusíku,6.033
733490373,oxid uhelnatý,1.15
733490353,oxidy dusíku,3.913
733490353,oxid uhelnatý,0.659
733490183,oxidy dusíku,6.994
733490183,oxid uhelnatý,0.805
672440063,oxidy dusíku,2.954
672440063,oxid uhelnatý,0.764
672440063,organické látky vyjádřené jako TOC,1.273
733490271,oxidy dusíku,0.382
733490271,oxid uhelnatý,0.027
733490161,oxidy dusíku,0.227
733490161,oxid uhelnatý,0.006
733490231,oxidy dusíku,0.226
733490231,oxid uhelnatý,0.016
710800032,oxidy dusíku,0.298
710800032,oxid uhelnatý,0.016
710870252,tuhé znečišťující látky,0.95
710870252,oxidy dusíku,0.306
710870252,oxid uhelnatý,0.48
733491411,tuhé znečišťující látky,0.064
733491411,oxid siřičitý,0.0
733491411,oxidy dusíku,0.218
733491411,oxid uhelnatý,0.064
733491411,organické látky vyjádřené jako TOC,0.0
733491411,těkavé organické látky (VOC),4.772
751248171,tuhé znečišťující látky,0.159
670150023,oxidy dusíku,0.796
670150023,oxid uhelnatý,0.037
710800382,oxidy dusíku,0.128
710800382,oxid uhelnatý,0.032
710800382,těkavé organické látky (VOC),0.88
710801872,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.118
666120033,tuhé znečišťující látky,0.0
666120033,těkavé organické látky (VOC),0.0
733498071,oxidy dusíku,0.799
733498071,oxid uhelnatý,0.016
648618111,oxidy dusíku,9.613
648618111,oxid uhelnatý,1.922
710803022,tuhé znečišťující látky,0.44
710803022,těkavé organické látky (VOC),2.005
710803022,"zinek a jeho sloučeniny, vyjádřené jako Zn",0.045000002
710802482,tuhé znečišťující látky,0.0
710802482,těkavé organické látky (VOC),0.037
710800252,tuhé znečišťující látky,0.766
710800252,oxidy dusíku,9.386
710800252,oxid uhelnatý,3.943
710800252,sloučeniny síry,0.158
733490041,tuhé znečišťující látky,0.28
733490041,oxidy dusíku,8.104
733490041,oxid uhelnatý,3.865
733490041,organické látky vyjádřené jako TOC,5.711
733490041,těkavé organické látky (VOC),2.011
736580151,tuhé znečišťující látky,3.31
736580151,oxid siřičitý,2.857
736580151,oxidy dusíku,10.577
736580151,oxid uhelnatý,29.632
666120023,tuhé znečišťující látky,0.0
666120023,těkavé organické látky (VOC),0.0
710800592,tuhé znečišťující látky,2.135
670150013,tuhé znečišťující látky,0.0
670150013,těkavé organické látky (VOC),1.6
710870682,tuhé znečišťující látky,0.001
733490383,tuhé znečišťující látky,0.001
710300022,organické látky vyjádřené jako TOC,0.831
710300022,těkavé organické látky (VOC),0.372
710804752,organické látky vyjádřené jako TOC,0.016
710804752,těkavé organické látky (VOC),0.522
733491261,tuhé znečišťující látky,0.428
733491261,oxid siřičitý,0.063
733491261,oxidy dusíku,1.751
733491261,oxid uhelnatý,0.229
733491261,organické látky vyjádřené jako TOC,0.027
733491261,těkavé organické látky (VOC),0.218
733490463,tuhé znečišťující látky,0.001
672440013,tuhé znečišťující látky,0.0
748920023,tuhé znečišťující látky,0.0
710803332,oxidy dusíku,1.67
710803332,oxid uhelnatý,2.839
733498031,oxid siřičitý,9.987
733498031,oxidy dusíku,5.113
733498031,oxid uhelnatý,0.007
733498031,těkavé organické látky (VOC),4.279
733498031,Kyselina sirova,0.675
733498031,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.423
733498031,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.38
710870612,oxidy dusíku,0.232
710870612,oxid uhelnatý,0.013
710870582,tuhé znečišťující látky,0.032
710870582,oxid siřičitý,0.001
710870582,oxidy dusíku,0.339
710870582,oxid uhelnatý,0.167
710870582,organické látky vyjádřené jako TOC,0.249
733490311,tuhé znečišťující látky,0.056
733490311,oxid siřičitý,0.047
733490311,oxidy dusíku,2.197
733490311,oxid uhelnatý,0.134
733490311,organické látky vyjádřené jako TOC,0.036
733490311,"antimon a jeho sloučeniny, vyjádřené jako Sb",8.9712e-05
733490311,arsen,4.4856e-05
733490311,chrom (bez šestimocného chromu),0.00016
733490311,"kadmium a jeho sloučeniny, vyjádřené jako Cd",4.4856e-05
733490311,"kobalt a jeho sloučeniny, vyjádřené jako Co",1.9224e-05
733490311,"mangan a jeho sloučeniny, vyjádřené jako Mn",0.004466376
733490311,"nikl a jeho sloučeniny, vyjádřené jako Ni",0.00019224
733490311,"olovo a jeho sloučeniny, vyjádřené jako Pb",9.612e-05
733490311,"rtuť její sloučeniny, vyjádřené jako Hg",0.00032
733490311,"thalium a jeho sloučeniny, vyjádřené jako Tl",8.9712e-05
733490311,"vanad a jeho sloučeniny, vyjádřené jako V",1.2816e-05
733490311,polychlorované dibenzodioxiny a dibenzofurany,5.76e-10
733490311,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.00223
733490311,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.01115
710870372,tuhé znečišťující látky,0.49
710870372,oxidy dusíku,0.75
710870372,oxid uhelnatý,1.56
710870372,organické látky vyjádřené jako TOC,0.0
632760033,tuhé znečišťující látky,0.004
710801132,oxidy dusíku,1.334
710801132,oxid uhelnatý,2.168
710870592,tuhé znečišťující látky,0.613
710870592,oxidy dusíku,1.093
710870592,oxid uhelnatý,3.199
710870592,organické látky vyjádřené jako TOC,0.046
710870592,těkavé organické látky (VOC),2.821
733490453,tuhé znečišťující látky,0.029
733490453,oxidy dusíku,2.594
733490453,oxid uhelnatý,11.267
733490453,organické látky vyjádřené jako TOC,2.42
733490453,těkavé organické látky (VOC),0.024
733490143,tuhé znečišťující látky,0.175
733490143,oxidy dusíku,7.864
733490143,oxid uhelnatý,9.369
733490143,organické látky vyjádřené jako TOC,2.641
733490143,těkavé organické látky (VOC),5.832
733490143,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.005
711118101,tuhé znečišťující látky,0.0
711118101,organické látky vyjádřené jako TOC,0.119
711118101,těkavé organické látky (VOC),0.603
703040023,tuhé znečišťující látky,0.44
703040023,oxidy dusíku,0.338
703040023,oxid uhelnatý,15.967
710803152,tuhé znečišťující látky,0.296
710801912,oxidy dusíku,0.558
710801912,oxid uhelnatý,0.023
690500013,tuhé znečišťující látky,0.112
710802802,tuhé znečišťující látky,0.103
710804352,tuhé znečišťující látky,0.17
710300132,tuhé znečišťující látky,0.007
710300132,oxidy dusíku,0.027
710300132,oxid uhelnatý,0.001
710300132,těkavé organické látky (VOC),0.027
710804272,oxidy dusíku,1.115
710804272,oxid uhelnatý,0.227
710870672,tuhé znečišťující látky,0.022
710870672,oxid siřičitý,0.004
710870672,oxidy dusíku,0.386
710870672,oxid uhelnatý,0.136
710870672,organické látky vyjádřené jako TOC,0.019
606490013,tuhé znečišťující látky,0.151
606490013,těkavé organické látky (VOC),0.45
666120013,tuhé znečišťující látky,0.0
666120013,těkavé organické látky (VOC),0.0
710804132,tuhé znečišťující látky,0.004
710804132,oxidy dusíku,0.001
710804132,oxid uhelnatý,0.0
710804132,těkavé organické látky (VOC),0.082
710804132,"zinek a jeho sloučeniny, vyjádřené jako Zn",0.00033
733490391,těkavé organické látky (VOC),0.216
733498131,tuhé znečišťující látky,0.294
733498131,oxid siřičitý,1.85
733498131,oxidy dusíku,2.704
733498131,oxid uhelnatý,3.06
733498131,těkavé organické látky (VOC),0.434
710801792,tuhé znečišťující látky,0.0
710801792,oxid siřičitý,0.003
710801792,oxidy dusíku,0.169
710801792,oxid uhelnatý,0.026
733490371,tuhé znečišťující látky,0.309
733490371,oxidy dusíku,0.378
733490371,oxid uhelnatý,0.079
733490371,"zinek a jeho sloučeniny, vyjádřené jako Zn",0.02527
733490371,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.06178
733490301,tuhé znečišťující látky,0.538
733490301,oxid siřičitý,9.784
733490301,oxidy dusíku,1.209
733490301,oxid uhelnatý,7.963
733490301,organické látky vyjádřené jako TOC,0.036
733490301,těkavé organické látky (VOC),0.069
733490301,polychlorované dibenzodioxiny a dibenzofurany,9.34e-10
733490301,polycyklické aromatické uhlovodíky,1.9344e-05
733490301,polychlorované bifenyly,1.52e-10
670151101,tuhé znečišťující látky,0.006
670151101,oxid siřičitý,0.027
670151101,oxidy dusíku,6.313
670151101,oxid uhelnatý,5.648
670151101,organické látky vyjádřené jako TOC,0.183
733490471,tuhé znečišťující látky,0.189
733490471,oxidy dusíku,0.103
733490471,oxid uhelnatý,0.003
733490471,těkavé organické látky (VOC),5.396
733490131,oxidy dusíku,0.181
733490131,oxid uhelnatý,0.031
710800622,oxidy dusíku,0.149
710800622,oxid uhelnatý,0.192
733820013,oxidy dusíku,0.018
733820013,oxid uhelnatý,0.013
733490323,tuhé znečišťující látky,0.001
733490323,oxidy dusíku,0.001
733490323,oxid uhelnatý,0.001
710841622,tuhé znečišťující látky,0.21
710802132,oxidy dusíku,0.124
710802132,oxid uhelnatý,0.005
710870542,tuhé znečišťující látky,0.394
733490393,organické látky vyjádřené jako TOC,0.001
733490331,tuhé znečišťující látky,0.028
733490331,oxidy dusíku,4.922
733490331,oxid uhelnatý,6.621
733490331,organické látky vyjádřené jako TOC,1.679
733490331,org.látky vyjádř. jako TOC výše neuvedené 4.6 Sk. - těkavé org. látky,0.044
751248151,oxidy dusíku,5.274
751248151,oxid uhelnatý,6.931
710804102,tuhé znečišťující látky,0.003
710804102,oxidy dusíku,0.057
710804102,oxid uhelnatý,0.052
733490401,oxidy dusíku,0.067
733490401,oxid uhelnatý,0.003
733490401,organické látky vyjádřené jako TOC,0.464
710800342,tuhé znečišťující látky,0.08
710800342,oxid siřičitý,0.014
710800342,oxidy dusíku,0.135
710800342,oxid uhelnatý,0.22
710800342,organické látky vyjádřené jako TOC,0.0
672440053,organické látky vyjádřené jako TOC,0.07
672440053,těkavé organické látky (VOC),0.049
710802072,tuhé znečišťující látky,0.0
710802072,oxidy dusíku,0.02
710802072,oxid uhelnatý,0.006
710802072,těkavé organické látky (VOC),1.314
710804762,tuhé znečišťující látky,0.467
710801252,tuhé znečišťující látky,0.055
710801252,oxid siřičitý,0.005
710801252,oxidy dusíku,0.178
710801252,oxid uhelnatý,0.309
734650033,tuhé znečišťující látky,0.023
710870222,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.212
710300272,tuhé znečišťující látky,0.04
710300272,oxidy dusíku,0.0
710300272,oxid uhelnatý,0.0
781490013,tuhé znečišťující látky,0.119
781490013,oxid siřičitý,1.888
781490013,oxidy dusíku,4.043
781490013,oxid uhelnatý,8.359
710800812,oxidy dusíku,6.828
710800812,oxid uhelnatý,10.047
710870552,oxidy dusíku,0.0
710870552,oxid uhelnatý,0.0
672440023,oxidy dusíku,0.029
672440023,oxid uhelnatý,0.032
672440023,organické látky vyjádřené jako TOC,0.079
630480013,tuhé znečišťující látky,0.635
630480013,oxidy dusíku,0.002
630480013,oxid uhelnatý,0.0
710804362,tuhé znečišťující látky,0.307
710804362,oxidy dusíku,1.299
710804362,oxid uhelnatý,1.49
710804362,těkavé organické látky (VOC),3.327
710900022,oxidy dusíku,0.013
710900022,oxid uhelnatý,0.0
710911362,tuhé znečišťující látky,1.074
710911362,oxidy dusíku,25.389
710911362,oxid uhelnatý,35.002
667890541,oxidy dusíku,12.612
667890541,oxid uhelnatý,16.945
713010033,tuhé znečišťující látky,0.0
713010053,tuhé znečišťující látky,2.164
713010053,oxidy dusíku,0.14
713010053,oxid uhelnatý,0.278
713010013,tuhé znečišťující látky,0.023
684260073,tuhé znečišťující látky,0.013
666450043,tuhé znečišťující látky,0.0
666450043,organické látky vyjádřené jako TOC,0.003
710100022,tuhé znečišťující látky,0.079
710100022,těkavé organické látky (VOC),3.651
734718171,tuhé znečišťující látky,0.005
710913052,tuhé znečišťující látky,0.144
647680223,tuhé znečišťující látky,0.817
647680223,oxid siřičitý,0.027
647680223,oxidy dusíku,2.29
647680223,oxid uhelnatý,21.91
710170022,oxidy dusíku,0.167
710170022,oxid uhelnatý,0.01
647680111,tuhé znečišťující látky,12.537
647680111,oxid siřičitý,46.67
647680111,oxidy dusíku,575.623
647680111,oxid uhelnatý,2875.005
647680111,organické látky vyjádřené jako TOC,18.842
647680111,těkavé organické látky (VOC),0.74
647680111,amoniak,22.794
647680111,"antimon a jeho sloučeniny, vyjádřené jako Sb",0.002021905
647680111,arsen,0.001072833
647680111,chrom (bez šestimocného chromu),0.001078
647680111,"kadmium a jeho sloučeniny, vyjádřené jako Cd",0.000116044
647680111,"kobalt a jeho sloučeniny, vyjádřené jako Co",0.000547215
647680111,"mangan a jeho sloučeniny, vyjádřené jako Mn",0.000222146
647680111,"měď a její sloučeniny, vyjádřené jako Cu",0.00114774
647680111,"nikl a jeho sloučeniny, vyjádřené jako Ni",0.00055364
647680111,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.001010953
647680111,"rtuť její sloučeniny, vyjádřené jako Hg",0.00758638
647680111,"thalium a jeho sloučeniny, vyjádřené jako Tl",0.002021905
647680111,"vanad a jeho sloučeniny, vyjádřené jako V",0.000233409
647680111,polychlorované dibenzodioxiny a dibenzofurany,4.591e-09
647680111,polycyklické aromatické uhlovodíky,1.9434e-05
647680111,polychlorované bifenyly,1.719e-09
647680111,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.01
647680111,plynné sloučeniny chloru vyjádřené jako chlorovodík,5.944
710100082,tuhé znečišťující látky,9.061
710100082,oxidy dusíku,3.009
710100082,oxid uhelnatý,8.191
710100112,tuhé znečišťující látky,0.028
710104572,tuhé znečišťující látky,0.825
710104572,oxid siřičitý,0.548
710104572,oxidy dusíku,1.189
710104572,oxid uhelnatý,12.243
710104572,organické látky vyjádřené jako TOC,1.983
647680123,oxidy dusíku,0.151
647680123,oxid uhelnatý,0.052
647680123,těkavé organické látky (VOC),1.297
647680451,oxidy dusíku,0.027
647680451,oxid uhelnatý,0.006
647680163,organické látky vyjádřené jako TOC,0.132
710913602,těkavé organické látky (VOC),0.529
710970322,tuhé znečišťující látky,0.004
710970322,oxidy dusíku,0.001
710970322,oxid uhelnatý,0.001
710970322,organické látky vyjádřené jako TOC,0.408
710970322,těkavé organické látky (VOC),0.818
710100602,tuhé znečišťující látky,3.152
710900882,tuhé znečišťující látky,2.078
667890023,oxidy dusíku,0.669
667890023,oxid uhelnatý,0.385
684260023,oxidy dusíku,3.937
684260023,oxid uhelnatý,0.308
602600591,tuhé znečišťující látky,0.555
602600591,oxidy dusíku,0.136
602600591,oxid uhelnatý,0.019
647680273,tuhé znečišťující látky,0.001
647680273,organické látky vyjádřené jako TOC,0.002
710420412,tuhé znečišťující látky,0.18
710420412,oxid siřičitý,0.004
710420412,oxidy dusíku,1.01
710420412,oxid uhelnatý,7.132
710420412,organické látky vyjádřené jako TOC,2.59
734710023,tuhé znečišťující látky,0.033
734710323,tuhé znečišťující látky,0.317
710900242,tuhé znečišťující látky,0.002
710900242,oxid siřičitý,0.001
710900242,oxidy dusíku,0.155
710900242,oxid uhelnatý,0.026
734718111,těkavé organické látky (VOC),8.18
713010023,tuhé znečišťující látky,0.004
710105002,oxidy dusíku,0.112
710105002,oxid uhelnatý,0.409
710913032,těkavé organické látky (VOC),1.233
710913032,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.0003896
710913032,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.000562
710470072,těkavé organické látky (VOC),1.28
734718191,tuhé znečišťující látky,0.356
734718191,těkavé organické látky (VOC),1.717
643570401,oxidy dusíku,0.107
643570401,oxid uhelnatý,0.026
733280161,tuhé znečišťující látky,0.14
733280161,oxid siřičitý,0.682
733280161,oxidy dusíku,2.571
733280161,oxid uhelnatý,0.364
733280161,amoniak,0.001
725890781,tuhé znečišťující látky,0.077
725890781,oxid siřičitý,0.0
725890781,oxidy dusíku,0.954
725890781,oxid uhelnatý,0.488
725890781,organické látky vyjádřené jako TOC,0.0
725890781,těkavé organické látky (VOC),3.081
710104612,tuhé znečišťující látky,0.0
647680113,oxidy dusíku,0.012
647680113,oxid uhelnatý,0.001
647680831,tuhé znečišťující látky,1.623
647680831,oxidy dusíku,0.083
647680831,oxid uhelnatý,0.515
647680831,organické látky vyjádřené jako TOC,0.803
647680831,těkavé organické látky (VOC),11.534
710901222,oxidy dusíku,0.258
710901222,oxid uhelnatý,0.073
735000033,tuhé znečišťující látky,0.003
735000033,organické látky vyjádřené jako TOC,0.003
734710243,těkavé organické látky (VOC),0.127
710101012,tuhé znečišťující látky,0.53
710401972,tuhé znečišťující látky,2.38
710401962,tuhé znečišťující látky,0.0
710435572,těkavé organické látky (VOC),0.156
734710301,organické látky vyjádřené jako TOC,0.0
734710301,těkavé organické látky (VOC),1.013
710913272,tuhé znečišťující látky,0.0
710913272,těkavé organické látky (VOC),0.031
710104352,tuhé znečišťující látky,0.535
768010023,tuhé znečišťující látky,0.001
710901602,tuhé znečišťující látky,0.0
710901602,oxid siřičitý,0.0
710901602,oxidy dusíku,0.01
710901602,oxid uhelnatý,0.001
710901602,organické látky vyjádřené jako TOC,0.0
710901602,těkavé organické látky (VOC),1.0
643570023,oxidy dusíku,0.013
643570023,oxid uhelnatý,0.003
647680323,tuhé znečišťující látky,0.809
647680323,oxidy dusíku,3.963
647680323,oxid uhelnatý,1.391
647680323,těkavé organické látky (VOC),0.198
710970122,tuhé znečišťující látky,0.006
710970122,těkavé organické látky (VOC),0.856
734710211,tuhé znečišťující látky,0.029
734710211,oxid siřičitý,0.002
734710211,oxidy dusíku,0.113
734710211,oxid uhelnatý,0.0
734710211,organické látky vyjádřené jako TOC,0.521
734710211,těkavé organické látky (VOC),22.574
734710211,Kyselina sirova,0.002
734710211,tetrachlorethylen,0.438
734710211,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.001
734710211,plynné sloučeniny chloru vyjádřené jako chlorovodík,0.011
710435512,oxidy dusíku,0.067
710435512,oxid uhelnatý,0.002
734718061,tuhé znečišťující látky,6.269
734718061,oxid siřičitý,3.728
734718061,oxidy dusíku,6.878
734718061,oxid uhelnatý,45.109
734718061,organické látky vyjádřené jako TOC,0.997
734718061,arsen,0.001037379
734718061,"kadmium a jeho sloučeniny, vyjádřené jako Cd",0.000405919
734718061,"olovo a jeho sloučeniny, vyjádřené jako Pb",0.084551215
734718061,"rtuť její sloučeniny, vyjádřené jako Hg",0.025105448
734718061,polychlorované dibenzodioxiny a dibenzofurany,5.2243e-08
734718061,polycyklické aromatické uhlovodíky,4.1777e-05
734718061,polychlorované bifenyly,5.129e-09
734718061,formaldehyd,0.025042
734718061,fenol,0.000606
734710491,těkavé organické látky (VOC),0.368
710900522,tuhé znečišťující látky,0.09
710900522,oxidy dusíku,0.025
710900522,oxid uhelnatý,0.001
710900522,těkavé organické látky (VOC),3.134
679410013,oxidy dusíku,0.067
679410013,oxid uhelnatý,0.0
733290013,oxidy dusíku,0.189
733290013,oxid uhelnatý,0.006
710104692,tuhé znečišťující látky,0.613
710104692,oxid siřičitý,0.065
710104692,oxidy dusíku,1.128
710104692,oxid uhelnatý,2.093
710104692,organické látky vyjádřené jako TOC,0.441
710901502,tuhé znečišťující látky,0.002
710901502,oxidy dusíku,0.178
710901502,oxid uhelnatý,0.002
684260083,tuhé znečišťující látky,0.067
684260083,oxidy dusíku,1.819
684260083,oxid uhelnatý,5.875
734710213,"fluor a jeho anorg.sloučeniny, vyjádřené jako F",0.000168
734710093,těkavé organické látky (VOC),1.483
710100512,organické látky vyjádřené jako TOC,0.077
710100512,těkavé organické látky (VOC),0.302
734718181,tuhé znečišťující látky,0.003
710104762,oxidy dusíku,0.036
710104762,oxid uhelnatý,0.062
710104762,organické látky vyjádřené jako TOC,1.092
710900432,oxidy dusíku,0.381
710900432,oxid uhelnatý,0.016
710104682,tuhé znečišťující látky,0.3
710901582,oxidy dusíku,0.583
710901582,oxid uhelnatý,0.0
710900672,oxidy dusíku,0.015
710900672,oxid uhelnatý,0.001
710900672,organické látky vyjádřené jako TOC,1.252
710900672,těkavé organické látky (VOC),0.571
710101092,organické látky vyjádřené jako TOC,1.878
710101092,těkavé organické látky (VOC),2.814
734710091,tuhé znečišťující látky,12.5
734710091,oxid siřičitý,396.105
734710091,oxidy dusíku,80.108
734710091,oxid uhelnatý,6.22
710101212,tuhé znečišťující látky,0.555
710105022,tuhé znečišťující látky,0.279
629810013,těkavé organické látky (VOC),2.442
734710661,tuhé znečišťující látky,0.231
734710661,oxidy dusíku,0.069
734710661,oxid uhelnatý,0.004
734710661,těkavé organické látky (VOC),1.754
710900652,tuhé znečišťující látky,0.022
710900652,oxidy dusíku,0.125
710900652,oxid uhelnatý,0.092
734718141,tuhé znečišťující látky,1.697
734718141,oxidy dusíku,0.022
734718141,oxid uhelnatý,0.101
734718141,těkavé organické látky (VOC),1.164
734710263,tuhé znečišťující látky,0.0
710900732,těkavé organické látky (VOC),0.075
710970282,tuhé znečišťující látky,1.267
710970282,oxidy dusíku,10.127
710970282,oxid uhelnatý,0.775
710913292,tuhé znečišťující látky,0.007
710913292,organické látky vyjádřené jako TOC,0.579
710913292,těkavé organické látky (VOC),1.273
710470032,oxidy dusíku,0.121
710470032,oxid uhelnatý,0.002
710900802,tuhé znečišťující látky,0.006
710900802,oxidy dusíku,0.143
710900802,oxid uhelnatý,0.206
734710033,tuhé znečišťující látky,0.001
734710033,oxidy dusíku,0.002
734710033,oxid uhelnatý,0.0
734710033,těkavé organické látky (VOC),1.129
710100532,tuhé znečišťující látky,0.052
710100532,těkavé organické látky (VOC),6.09
710104582,tuhé znečišťující látky,0.089
710104582,oxidy dusíku,0.003
710104582,oxid uhelnatý,0.0
796440023,tuhé znečišťující látky,0.0
710420332,tuhé znečišťující látky,0.358
647680143,oxidy dusíku,0.07
647680143,oxid uhelnatý,0.003
647680143,těkavé organické látky (VOC),0.311
647680411,tuhé znečišťující látky,0.097
647680411,oxidy dusíku,0.91
647680411,oxid uhelnatý,1.256
647680411,organické látky vyjádřené jako TOC,0.098
647680411,těkavé organické látky (VOC),4.849
612750013,tuhé znečišťující látky,0.02
710100622,tuhé znečišťující látky,0.012
710100622,oxid siřičitý,0.002
710100622,oxidy dusíku,0.024
710100622,oxid uhelnatý,0.046
710100622,organické látky vyjádřené jako TOC,0.018
710100632,tuhé znečišťující látky,0.0
710100632,oxid siřičitý,0.0
710100632,oxidy dusíku,0.0
710100632,oxid uhelnatý,0.0
710100632,organické látky vyjádřené jako TOC,0.0
710104732,tuhé znečišťující látky,0.274
710104732,oxidy dusíku,0.501
710104732,oxid uhelnatý,1.612
710170622,tuhé znečišťující látky,0.059
710170622,oxid siřičitý,0.02
710170622,oxidy dusíku,0.17
710170622,oxid uhelnatý,0.561
710170622,organické látky vyjádřené jako TOC,0.012
710170622,těkavé organické látky (VOC),1.48
734710261,oxidy dusíku,0.034
734710261,oxid uhelnatý,0.008
710913172,tuhé znečišťující látky,0.0
684260063,oxid uhelnatý,0.0
710913122,methan,70.74
710170442,oxidy dusíku,0.334
710170442,oxid uhelnatý,0.116
710170482,oxidy dusíku,0.684
710170482,oxid uhelnatý,0.3
710170492,oxidy dusíku,0.595
710170492,oxid uhelnatý,0.234
710170502,oxidy dusíku,0.5
710170502,oxid uhelnatý,0.234
710170512,oxidy dusíku,1.182
710170512,oxid uhelnatý,0.956
667898161,tuhé znečišťující látky,1.262
667898161,oxid siřičitý,223.022
667898161,oxidy dusíku,78.845
667898161,oxid uhelnatý,9.931
667898161,těkavé organické látky (VOC),9.179
